,name,RA,DEC,Equinox
556,NGC544,01:25:07.5,-38:05:12,2000
557,NGC545,01:25:58.6,-01:20:13,2000
558,NGC546,01:25:07.5,-38:03:12,2000
559,NGC547,01:26:04.6,-01:20:13,2000
560,NGC547,01:25:58.6,-01:20:13,2000
561,NGC548,01:26:04.6,-01:13:13,2000
562,NGC549,01:25:01.5,-37:59:12,2000
563,NGC550,01:26:41.3,+02:01:46,2000
564,NGC551,01:27:38.3,+37:10:45,2000
565,NGC552,01:27:49.1,+33:27:45,2000
566,NGC553,01:27:49.1,+33:27:45,2000
567,NGC554,01:27:11.7,-22:43:14,2000
568,NGC555,01:27:11.7,-22:45:14,2000
569,NGC556,01:26:59.7,-22:47:14,2000
570,NGC557,01:26:28.6,-01:38:14,2000
571,NGC558,01:27:16.5,-01:58:14,2000
572,NGC559,01:29:29.9,+63:18:44,2000
573,NGC560,01:27:28.5,-01:55:14,2000
574,NGC561,01:28:13.4,+34:18:45,2000
575,NGC562,01:28:24.9,+48:22:45,2000
576,NGC563,01:27:06.8,-18:38:14,2000
577,NGC564,01:27:46.5,-01:53:15,2000
578,NGC565,01:28:10.6,-01:17:15,2000
579,NGC566,01:29:00.9,+32:20:44,2000
580,NGC567,01:26:56.7,-10:15:14,2000
581,NGC568,01:27:56.0,-35:43:15,2000
582,NGC569,01:29:07.4,+11:08:44,2000
583,NGC570,01:28:58.7,-00:56:16,2000
584,NGC571,01:29:55.0,+32:30:43,2000
585,NGC572,01:28:36.6,-39:18:15,2000
586,NGC573,01:30:52.1,+41:15:43,2000
587,NGC574,01:29:01.9,-35:35:16,2000
588,NGC575,01:30:45.9,+21:25:43,2000
589,NGC576,01:28:55.0,-51:35:15,2000
590,NGC577,01:30:40.5,-01:59:17,2000
591,NGC578,01:30:23.6,-22:40:17,2000
592,NGC579,01:31:43.5,+33:37:42,2000
593,NGC580,01:31:04.5,-01:59:17,2000
594,NGC581,01:33:16.2,+60:42:41,2000
595,NGC582,01:31:55.5,+33:29:42,2000
596,NGC583,01:29:42.7,-18:19:16,2000
597,NGC584,01:31:15.4,-06:51:17,2000
598,NGC585,01:31:40.7,-00:55:18,2000
599,NGC586,01:31:33.3,-06:53:18,2000
600,NGC587,01:32:32.1,+35:21:41,2000
601,NGC588,01:32:42.6,+30:39:41,2000
602,NGC589,01:32:38.1,-12:02:19,2000
603,NGC590,01:33:36.0,+44:55:40,2000
604,NGC591,01:33:32.3,+35:40:40,2000
605,NGC592,01:33:12.7,+30:38:41,2000
606,NGC593,01:32:20.1,-12:21:18,2000
607,NGC594,01:33:01.0,-16:32:19,2000
608,NGC595,01:33:30.7,+30:41:40,2000
609,NGC596,01:32:45.3,-07:01:19,2000
610,NGC597,01:32:14.3,-33:29:18,2000
611,NGC598,01:33:54.7,+30:39:40,2000
612,NGC599,01:32:50.1,-12:11:19,2000
613,NGC600,01:33:15.2,-07:19:19,2000
614,NGC601,01:33:20.1,-12:12:19,2000
615,NGC602,01:29:33.7,-73:33:16,2000
616,NGC603,01:34:18.6,+30:11:40,2000
617,NGC604,01:34:30.8,+30:47:40,2000
618,NGC605,01:35:04.6,+41:15:39,2000
619,NGC606,01:34:52.1,+21:25:39,2000
620,NGC607,01:34:21.2,-07:25:20,2000
621,NGC608,01:35:25.8,+33:40:39,2000
622,NGC609,01:37:15.5,+64:32:37,2000
623,NGC610,01:34:18.0,-20:09:20,2000
624,NGC611,01:34:18.0,-20:08:20,2000
625,NGC612,01:33:55.1,-36:29:20,2000
626,NGC613,01:34:15.4,-29:24:20,2000
627,NGC614,01:35:49.9,+33:41:38,2000
628,NGC615,01:35:03.2,-07:19:21,2000
629,NGC616,01:36:01.9,+33:45:38,2000
630,NGC617,01:33:56.6,-09:47:20,2000
631,NGC618,01:36:13.8,+33:23:38,2000
632,NGC619,01:34:49.0,-36:28:20,2000
633,NGC620,01:36:59.3,+42:19:37,2000
634,NGC621,01:36:44.6,+35:31:38,2000
635,NGC622,01:35:59.1,+00:40:38,2000
636,NGC623,01:35:01.0,-36:29:21,2000
637,NGC624,01:35:44.5,-10:00:21,2000
638,NGC625,01:35:05.1,-41:25:21,2000
639,NGC626,01:35:12.0,-39:08:21,2000
640,NGC627,01:37:01.9,+33:34:37,2000
641,NGC628,01:36:38.7,+15:47:38,2000
642,NGC629,01:40:20.3,+72:52:34,2000
643,NGC630,01:35:35.9,-39:21:21,2000
644,NGC631,01:36:48.3,+05:50:38,2000
645,NGC632,01:37:18.3,+05:52:37,2000
646,NGC633,01:36:24.6,-37:18:22,2000
647,NGC634,01:38:14.7,+35:22:36,2000
648,NGC635,01:38:17.9,-19:56:24,2000
649,NGC636,01:39:03.1,-07:29:24,2000
650,NGC637,01:43:04.4,+64:00:32,2000
651,NGC638,01:39:36.7,+07:13:35,2000
652,NGC639,01:38:56.9,-29:55:24,2000
653,NGC640,01:39:20.6,-09:23:25,2000
654,NGC641,01:38:40.2,-42:31:24,2000
655,NGC642,01:39:02.9,-29:54:24,2000
656,NGC643,01:35:06.5,-75:33:21,2000
657,NGC643,01:30:48.8,-76:03:17,2000
658,NGC643,01:39:12.4,-75:01:25,2000
659,NGC643,01:41:52.2,-75:15:27,2000
660,NGC644,01:38:52.1,-42:35:24,2000
661,NGC645,01:40:12.3,+05:43:35,2000
662,NGC646,01:37:23.5,-64:54:23,2000
663,NGC647,01:39:50.6,-09:13:25,2000
664,NGC648,01:38:42.4,-17:50:24,2000
665,NGC649,01:40:02.6,-09:14:25,2000
666,NGC650,01:41:58.9,+51:34:33,2000
667,NGC651,01:41:58.9,+51:34:33,2000
668,NGC652,01:40:42.9,+07:58:34,2000
669,NGC653,01:42:21.2,+35:38:32,2000
670,NGC654,01:43:56.0,+61:53:31,2000
671,NGC655,01:42:01.6,-13:04:27,2000
672,NGC656,01:42:23.9,+26:08:32,2000
673,NGC657,01:43:44.3,+55:52:31,2000
674,NGC658,01:42:02.1,+12:35:33,2000
675,NGC659,01:44:12.8,+60:42:31,2000
676,NGC660,01:42:56.4,+13:38:32,2000
677,NGC661,01:44:12.9,+28:42:31,2000
678,NGC662,01:44:34.2,+37:41:30,2000
679,NGC663,01:46:01.8,+61:14:29,2000
680,NGC664,01:43:48.0,+04:14:31,2000
681,NGC665,01:44:49.6,+10:25:30,2000
682,NGC666,01:46:03.0,+34:23:29,2000
683,NGC667,01:45:04.7,-22:55:30,2000
684,NGC668,01:46:21.9,+36:27:29,2000
685,NGC669,01:47:15.6,+35:32:28,2000
686,NGC670,01:47:24.8,+27:52:28,2000
687,NGC671,01:46:56.4,+13:06:28,2000
688,NGC672,01:47:54.7,+27:25:27,2000
689,NGC673,01:48:14.0,+11:31:27,2000
690,NGC674,01:49:11.2,+22:20:26,2000
691,NGC675,01:49:02.4,+13:02:26,2000
692,NGC676,01:48:54.5,+05:54:26,2000
693,NGC677,01:49:08.4,+13:02:26,2000
694,NGC678,01:49:23.1,+21:59:26,2000
695,NGC679,01:49:45.9,+35:46:25,2000
696,NGC680,01:49:47.1,+21:57:25,2000
697,NGC681,01:49:08.1,-10:25:34,2000
698,NGC682,01:49:00.8,-14:58:34,2000
699,NGC683,01:49:38.1,+11:41:25,2000
700,NGC684,01:50:12.9,+27:38:25,2000
701,NGC685,01:47:45.0,-52:46:33,2000
702,NGC686,01:48:58.2,-23:47:34,2000
703,NGC687,01:50:34.2,+36:21:24,2000
704,NGC688,01:50:45.8,+35:16:24,2000
705,NGC689,01:49:56.9,-27:27:35,2000
706,NGC690,01:47:48.4,-16:42:33,2000
707,NGC691,01:50:41.1,+21:45:24,2000
708,NGC692,01:48:47.6,-48:38:34,2000
709,NGC693,01:50:30.6,+06:08:25,2000
710,NGC694,01:50:59.1,+21:59:24,2000
711,NGC695,01:51:17.3,+22:34:24,2000
712,NGC696,01:49:24.2,-34:54:34,2000
713,NGC697,01:51:17.3,+22:21:24,2000
714,NGC698,01:49:36.2,-34:49:34,2000
715,NGC699,01:50:37.6,-12:02:35,2000
716,NGC700,01:52:10.3,+36:04:23,2000
717,NGC701,01:51:02.3,-09:41:36,2000
718,NGC702,01:51:15.8,-04:02:36,2000
719,NGC703,01:52:46.4,+36:10:22,2000
720,NGC704,01:52:40.3,+36:06:22,2000
721,NGC705,01:52:46.3,+36:08:22,2000
722,NGC706,01:51:48.6,+06:17:23,2000
723,NGC707,01:51:14.6,-08:29:36,2000
724,NGC708,01:52:52.4,+36:09:22,2000
725,NGC709,01:52:52.4,+36:13:22,2000
726,NGC710,01:52:58.3,+36:02:22,2000
727,NGC711,01:52:27.8,+17:30:23,2000
728,NGC712,01:53:10.7,+36:48:22,2000
729,NGC713,01:55:08.3,-09:04:40,2000
730,NGC714,01:53:34.5,+36:12:21,2000
731,NGC715,01:53:07.3,-12:52:38,2000
732,NGC716,01:52:56.3,+12:02:22,2000
733,NGC717,01:53:58.5,+36:13:21,2000
734,NGC718,01:53:12.1,+04:11:22,2000
735,NGC719,01:53:40.6,+19:49:21,2000
736,NGC720,01:53:01.1,-13:43:38,2000
737,NGC721,01:54:48.0,+39:22:20,2000
738,NGC722,01:54:46.9,+20:41:20,2000
739,NGC723,01:53:51.9,-23:45:39,2000
740,NGC724,01:53:45.9,-23:51:39,2000
741,NGC725,01:52:36.3,-16:30:37,2000
742,NGC726,01:55:37.8,-10:48:41,2000
743,NGC727,01:53:41.4,-35:51:39,2000
744,NGC728,01:55:06.1,+04:12:20,2000
745,NGC729,01:53:59.4,-35:48:39,2000
746,NGC730,01:55:18.5,+05:37:20,2000
747,NGC731,01:55:02.4,-09:00:40,2000
748,NGC732,01:56:29.0,+36:48:18,2000
749,NGC733,01:56:21.4,+33:04:19,2000
750,NGC734,01:54:48.0,-17:02:40,2000
751,NGC735,01:56:39.9,+34:10:18,2000
752,NGC736,01:56:45.4,+33:02:18,2000
753,NGC737,01:56:45.4,+33:03:18,2000
754,NGC738,01:56:51.4,+33:03:18,2000
755,NGC739,01:56:57.5,+33:14:18,2000
756,NGC740,01:56:57.4,+33:00:18,2000
757,NGC741,01:56:18.5,+05:37:19,2000
758,NGC742,01:56:30.5,+05:37:18,2000
759,NGC743,01:58:39.5,+60:10:16,2000
760,NGC744,01:58:34.7,+55:28:16,2000
761,NGC745,01:54:04.7,-56:41:39,2000
762,NGC746,01:57:51.2,+44:55:17,2000
763,NGC747,01:56:14.2,-09:27:41,2000
764,NGC748,01:56:21.6,-04:28:41,2000
765,NGC749,01:55:37.6,-29:56:41,2000
766,NGC750,01:57:33.6,+33:12:17,2000
767,NGC751,01:57:33.6,+33:12:17,2000
768,NGC752,01:57:47.5,+37:40:17,2000
769,NGC753,01:57:46.7,+35:54:17,2000
770,NGC754,01:54:22.5,-56:45:39,2000
771,NGC755,01:56:14.3,-09:03:41,2000
772,NGC756,01:54:30.1,-16:42:39,2000
773,NGC757,01:56:26.4,-08:54:41,2000
774,NGC758,01:55:58.0,-03:05:41,2000
775,NGC759,01:57:52.9,+36:20:17,2000
776,NGC760,01:57:45.6,+33:21:17,2000
777,NGC761,01:57:51.7,+33:22:17,2000
778,NGC762,01:57:03.4,-05:25:42,2000
779,NGC763,01:57:26.3,-08:58:43,2000
780,NGC764,01:57:12.2,-16:01:42,2000
781,NGC765,01:58:48.5,+24:53:16,2000
782,NGC766,01:58:43.3,+08:20:16,2000
783,NGC767,01:58:56.1,-09:34:44,2000
784,NGC768,01:58:41.0,+00:31:16,2000
785,NGC769,01:59:32.8,+30:54:15,2000
786,NGC770,01:59:16.6,+18:57:15,2000
787,NGC771,02:03:28.4,+72:25:11,2000
788,NGC772,01:59:22.6,+19:00:15,2000
789,NGC773,01:59:01.5,-11:30:44,2000
790,NGC774,01:59:27.0,+14:01:15,2000
791,NGC775,01:58:32.8,-26:17:44,2000
792,NGC776,01:59:54.2,+23:38:15,2000
793,NGC777,02:00:15.1,+31:25:14,2000
794,NGC778,02:00:15.0,+31:17:14,2000
795,NGC779,01:59:39.2,-05:57:45,2000
796,NGC780,02:00:31.8,+28:13:14,2000
797,NGC781,02:00:08.6,+12:38:15,2000
798,NGC782,01:57:44.9,-57:46:43,2000
799,NGC783,02:01:09.3,+31:52:13,2000
800,NGC784,02:01:14.1,+28:50:13,2000
801,NGC785,02:01:45.3,+31:49:13,2000
802,NGC786,02:01:27.6,+15:38:13,2000
803,NGC787,02:01:02.2,-08:59:46,2000
804,NGC788,02:01:02.9,-06:48:46,2000
805,NGC789,02:02:27.5,+32:04:12,2000
806,NGC790,02:01:27.3,-05:22:47,2000
807,NGC791,02:01:43.4,+08:29:13,2000
808,NGC792,02:02:15.6,+15:42:12,2000
809,NGC793,02:02:51.5,+32:00:11,2000
810,NGC794,02:02:28.5,+18:22:12,2000
811,NGC795,01:59:46.4,-55:48:45,2000
812,NGC796,01:56:43.1,-74:12:42,2000
813,NGC797,02:03:24.3,+38:07:11,2000
814,NGC798,02:03:21.6,+32:04:11,2000
815,NGC799,02:02:16.9,-00:05:48,2000
816,NGC800,02:02:16.9,-00:07:48,2000
817,NGC801,02:03:42.3,+38:15:11,2000
818,NGC802,01:59:06.1,-67:51:44,2000
819,NGC803,02:03:45.8,+16:02:11,2000
820,NGC804,02:03:57.1,+30:49:10,2000
821,NGC805,02:04:26.3,+28:48:10,2000
822,NGC806,02:03:37.9,-09:55:49,2000
823,NGC807,02:04:50.4,+28:59:09,2000
824,NGC808,02:03:51.5,-23:17:50,2000
825,NGC809,02:04:26.3,-08:42:50,2000
826,NGC810,02:05:21.0,+13:14:09,2000
827,NGC811,02:04:43.8,-10:05:51,2000
828,NGC812,02:06:52.1,+44:34:07,2000
829,NGC813,02:01:34.1,-68:26:47,2000
830,NGC814,02:02:54.4,-14:41:48,2000
831,NGC815,02:02:54.5,-14:37:48,2000
832,NGC816,02:08:02.8,+29:15:06,2000
833,NGC817,02:07:34.3,+17:12:06,2000
834,NGC818,02:08:43.1,+38:46:05,2000
835,NGC819,02:08:32.8,+29:14:05,2000
836,NGC820,02:08:21.4,+14:20:05,2000
837,NGC821,02:08:20.3,+10:59:05,2000
838,NGC822,02:06:37.6,-41:08:53,2000
839,NGC823,02:07:20.5,-25:26:53,2000
840,NGC824,02:06:46.0,-36:27:53,2000
841,NGC825,02:08:30.9,+06:19:05,2000
842,NGC826,02:09:21.5,+30:44:04,2000
843,NGC827,02:08:49.4,+07:58:05,2000
844,NGC828,02:10:07.5,+39:11:03,2000
845,NGC829,02:08:38.5,-07:47:55,2000
846,NGC830,02:09:02.5,-07:45:55,2000
847,NGC831,02:09:30.8,+06:06:04,2000
848,NGC832,02:10:05.6,+35:32:03,2000
849,NGC833,02:09:25.7,-10:07:56,2000
850,NGC834,02:11:00.8,+37:40:02,2000
851,NGC835,02:09:25.7,-10:07:56,2000
852,NGC836,02:10:27.6,-22:03:57,2000
853,NGC837,02:10:21.5,-22:25:57,2000
854,NGC838,02:09:37.7,-10:08:56,2000
855,NGC839,02:09:43.7,-10:11:56,2000
856,NGC840,02:10:13.4,+07:50:03,2000
857,NGC841,02:11:18.7,+37:30:02,2000
858,NGC842,02:09:50.5,-07:45:56,2000
859,NGC843,02:11:04.2,+32:06:02,2000
860,NGC844,02:10:12.8,+06:03:03,2000
861,NGC845,02:12:18.8,+37:29:01,2000
862,NGC846,02:12:10.7,+44:34:01,2000
863,NGC847,02:12:10.8,+44:40:01,2000
864,NGC848,02:10:19.6,-10:19:57,2000
865,NGC849,02:10:09.5,-22:18:57,2000
866,NGC850,02:11:10.4,-01:29:58,2000
867,NGC851,02:11:12.1,+03:47:02,2000
868,NGC852,02:08:55.8,-56:43:55,2000
869,NGC853,02:11:49.9,-09:17:59,2000
870,NGC854,02:11:33.8,-35:50:58,2000
871,NGC855,02:14:02.6,+27:52:59,2000
872,NGC856,02:13:34.7,-00:44:01,2000
873,NGC857,02:12:35.5,-31:57:00,2000
874,NGC858,02:12:33.4,-22:27:00,2000
875,NGC859,02:13:52.7,-00:44:01,2000
876,NGC860,02:15:03.9,+30:46:57,2000
877,NGC861,02:15:48.3,+35:54:56,2000
878,NGC862,02:13:00.4,-42:04:00,2000
879,NGC863,02:14:34.7,-00:46:02,2000
880,NGC864,02:15:24.8,+05:59:57,2000
881,NGC865,02:16:09.0,+28:35:56,2000
882,NGC866,02:15:46.6,-00:46:03,2000
883,NGC867,02:15:53.2,+01:02:56,2000
884,NGC868,02:15:58.7,-00:44:04,2000
885,NGC869,02:19:04.2,+57:08:52,2000
886,NGC870,02:17:09.8,+14:32:55,2000
887,NGC871,02:17:15.8,+14:32:55,2000
888,NGC872,02:15:22.9,-17:48:03,2000
889,NGC873,02:16:37.2,-11:20:04,2000
890,NGC874,02:16:08.9,-23:11:04,2000
891,NGC875,02:17:05.3,+01:13:55,2000
892,NGC876,02:17:57.8,+14:30:54,2000
893,NGC877,02:18:03.8,+14:32:54,2000
894,NGC878,02:17:50.8,-23:22:06,2000
895,NGC879,02:16:49.9,-08:58:05,2000
896,NGC880,02:18:03.5,-04:13:06,2000
897,NGC881,02:18:38.7,-06:35:07,2000
898,NGC882,02:19:40.3,+15:48:52,2000
899,NGC883,02:19:02.7,-06:45:07,2000
900,NGC884,02:22:28.8,+57:06:48,2000
901,NGC885,02:19:46.6,-00:46:08,2000
902,NGC886,02:23:32.3,+63:46:47,2000
903,NGC887,02:19:35.4,-16:04:08,2000
904,NGC888,02:17:26.4,-59:51:06,2000
905,NGC889,02:19:05.9,-41:45:08,2000
906,NGC890,02:21:59.6,+33:15:49,2000
907,NGC891,02:22:34.5,+42:20:48,2000
908,NGC892,02:20:44.7,-23:07:10,2000
909,NGC893,02:20:00.0,-41:23:09,2000
910,NGC894,02:21:33.0,-05:30:11,2000
911,NGC895,02:21:33.0,-05:31:11,2000
912,NGC896,02:25:47.9,+61:58:44,2000
913,NGC897,02:21:04.1,-33:42:10,2000
914,NGC898,02:24:04.5,+41:59:46,2000
915,NGC899,02:21:57.6,-20:48:11,2000
916,NGC900,02:23:32.6,+26:30:47,2000
917,NGC901,02:23:38.6,+26:33:47,2000
918,NGC902,02:22:23.1,-16:40:12,2000
919,NGC903,02:23:51.0,+27:21:46,2000
920,NGC904,02:24:03.0,+27:20:46,2000
921,NGC905,02:22:37.9,-08:43:12,2000
922,NGC906,02:25:16.7,+42:05:45,2000
923,NGC907,02:22:57.5,-20:42:12,2000
924,NGC908,02:23:03.3,-21:13:13,2000
925,NGC909,02:25:22.6,+42:02:44,2000
926,NGC910,02:25:28.5,+41:49:44,2000
927,NGC911,02:25:46.6,+41:58:44,2000
928,NGC912,02:25:46.5,+41:46:44,2000
929,NGC913,02:25:46.5,+41:47:44,2000
930,NGC914,02:26:04.8,+42:08:44,2000
931,NGC915,02:25:39.0,+27:13:44,2000
932,NGC916,02:25:45.1,+27:14:44,2000
933,NGC917,02:26:05.4,+32:13:44,2000
934,NGC918,02:25:53.5,+18:30:44,2000
935,NGC919,02:26:15.1,+27:12:43,2000
936,NGC920,02:27:49.5,+45:57:41,2000
937,NGC921,02:26:35.3,-15:50:17,2000
938,NGC922,02:25:07.8,-24:47:15,2000
939,NGC923,02:27:34.8,+41:58:42,2000
940,NGC924,02:26:48.3,+20:29:43,2000
941,NGC925,02:27:18.1,+33:34:42,2000
942,NGC926,02:26:10.8,-00:19:17,2000
943,NGC927,02:26:39.2,+12:09:43,2000
944,NGC928,02:27:39.2,+27:13:41,2000
945,NGC929,02:27:18.6,-12:05:18,2000
946,NGC930,02:27:54.3,+20:19:41,2000
947,NGC931,02:28:17.1,+31:18:41,2000
948,NGC932,02:27:54.3,+20:20:41,2000
949,NGC933,02:29:13.7,+45:55:39,2000
950,NGC934,02:27:34.8,-00:14:18,2000
951,NGC935,02:28:12.0,+19:35:41,2000
952,NGC936,02:27:40.5,-01:09:19,2000
953,NGC937,02:29:29.2,+42:15:39,2000
954,NGC938,02:28:30.3,+20:16:40,2000
955,NGC939,02:26:21.4,-44:26:17,2000
956,NGC940,02:29:23.3,+31:38:39,2000
957,NGC941,02:28:28.5,-01:08:20,2000
958,NGC942,02:29:01.0,-10:49:20,2000
959,NGC943,02:29:01.0,-10:49:20,2000
960,NGC944,02:26:41.8,-14:30:17,2000
961,NGC945,02:28:37.2,-10:31:20,2000
962,NGC946,02:30:41.3,+42:14:38,2000
963,NGC947,02:28:33.9,-19:03:20,2000
964,NGC948,02:28:43.2,-10:30:20,2000
965,NGC949,02:30:44.3,+37:08:37,2000
966,NGC950,02:29:13.0,-11:01:21,2000
967,NGC951,02:28:50.6,-22:20:20,2000
968,NGC952,02:31:19.0,+34:44:37,2000
969,NGC953,02:31:10.5,+29:35:37,2000
970,NGC954,02:28:47.1,-41:23:20,2000
971,NGC955,02:30:34.5,-01:06:22,2000
972,NGC956,02:32:25.1,+44:38:35,2000
973,NGC957,02:33:37.3,+57:31:34,2000
974,NGC958,02:30:33.9,-02:55:22,2000
975,NGC959,02:32:19.5,+35:30:35,2000
976,NGC960,02:31:37.5,-09:17:24,2000
977,NGC961,02:31:14.4,-06:54:23,2000
978,NGC962,02:32:45.9,+28:04:35,2000
979,NGC963,02:31:39.5,-04:00:24,2000
980,NGC964,02:31:08.0,-36:01:23,2000
981,NGC965,02:32:28.0,-18:39:25,2000
982,NGC966,02:31:45.5,-19:53:24,2000
983,NGC967,02:32:10.5,-17:13:24,2000
984,NGC968,02:34:07.1,+34:29:33,2000
985,NGC969,02:34:06.3,+32:57:33,2000
986,NGC970,02:34:12.3,+32:59:33,2000
987,NGC971,02:34:12.3,+32:58:33,2000
988,NGC972,02:34:16.5,+29:19:33,2000
989,NGC973,02:34:18.1,+32:30:33,2000
990,NGC974,02:34:24.4,+32:58:32,2000
991,NGC975,02:33:14.4,+09:36:34,2000
992,NGC1135,02:50:44.6,-54:56:51,2000
993,NGC976,02:34:00.8,+20:59:33,2000
994,NGC977,02:33:01.0,-10:44:26,2000
995,NGC978,02:34:48.3,+32:51:32,2000
996,NGC978,02:34:48.3,+32:51:32,2000
997,NGC979,02:31:32.7,-44:31:24,2000
998,NGC980,02:35:29.0,+40:53:31,2000
999,NGC981,02:32:54.9,-10:57:25,2000
1000,NGC982,02:35:23.0,+40:56:31,2000
1001,NGC983,02:34:59.7,+31:30:32,2000
1002,NGC984,02:34:43.9,+23:25:32,2000
1003,NGC985,02:34:31.7,-08:46:28,2000
1004,NGC986,02:33:36.1,-39:02:26,2000
1005,NGC986,02:32:42.0,-39:18:25,2000
1006,NGC987,02:36:48.7,+33:19:29,2000
1007,NGC988,02:35:13.5,-09:20:29,2000
1008,NGC989,02:33:46.8,-16:30:27,2000
1009,NGC990,02:36:21.2,+11:39:30,2000
1010,NGC991,02:35:38.3,-07:08:29,2000
1011,NGC992,02:37:25.0,+21:06:28,2000
1012,NGC993,02:36:41.6,+02:03:29,2000
1013,NGC994,02:36:41.6,+02:03:29,2000
1014,NGC995,02:38:29.7,+41:32:27,2000
1015,NGC996,02:38:41.8,+41:39:27,2000
1016,NGC997,02:37:13.6,+07:18:29,2000
1017,NGC998,02:37:13.6,+07:26:29,2000
1018,NGC999,02:38:47.8,+41:40:26,2000
1019,NGC1000,02:38:53.7,+41:27:26,2000
1020,NGC1001,02:39:11.8,+41:40:26,2000
1021,NGC1002,02:38:55.6,+34:37:26,2000
1022,NGC1003,02:39:17.3,+40:51:26,2000
1023,NGC1004,02:37:35.6,+01:57:28,2000
1024,NGC1005,02:39:29.7,+41:29:26,2000
1025,NGC1006,02:37:24.8,-11:01:32,2000
1026,NGC1007,02:37:47.7,+02:08:28,2000
1027,NGC1008,02:37:53.7,+02:04:28,2000
1028,NGC1009,02:38:17.7,+02:18:27,2000
1029,NGC1010,02:37:30.8,-11:01:32,2000
1030,NGC1011,02:37:36.8,-11:00:32,2000
1031,NGC1012,02:39:17.3,+30:08:26,2000
1032,NGC1013,02:37:48.6,-11:30:32,2000
1033,NGC1014,02:37:49.3,-09:31:32,2000
1034,NGC1015,02:38:10.4,-01:19:33,2000
1035,NGC1016,02:38:17.7,+02:07:27,2000
1036,NGC1017,02:37:48.8,-11:00:32,2000
1037,NGC1018,02:38:01.3,-09:33:32,2000
1038,NGC1019,02:38:23.6,+01:54:27,2000
1039,NGC1020,02:38:41.7,+02:13:27,2000
1040,NGC1021,02:38:47.7,+02:12:26,2000
1041,NGC1022,02:38:32.4,-06:39:33,2000
1042,NGC1023,02:40:28.3,+39:03:24,2000
1043,NGC1024,02:39:09.0,+10:50:26,2000
1044,NGC1025,02:36:05.0,-54:52:30,2000
1045,NGC1026,02:39:19.3,+06:32:26,2000
1046,NGC1027,02:42:38.8,+61:32:21,2000
1047,NGC1028,02:39:33.0,+10:50:25,2000
1048,NGC1029,02:39:33.0,+10:47:25,2000
1049,NGC1030,02:39:53.8,+18:01:25,2000
1050,NGC1031,02:36:29.0,-54:51:30,2000
1051,NGC1032,02:39:23.3,+01:05:26,2000
1052,NGC1033,02:40:07.6,-08:47:35,2000
1053,NGC1034,02:38:10.9,-15:48:33,2000
1054,NGC1035,02:39:25.9,-08:06:34,2000
1055,NGC1036,02:40:24.4,+19:17:24,2000
1056,NGC1037,02:37:58.2,-01:50:32,2000
1057,NGC1038,02:40:05.5,+01:30:25,2000
1058,NGC1039,02:42:00.9,+42:46:22,2000
1059,NGC1040,02:42:12.0,+41:30:22,2000
1060,NGC1041,02:40:20.8,-05:27:36,2000
1061,NGC1042,02:40:25.7,-08:26:36,2000
1062,NGC1043,02:40:41.4,+01:20:24,2000
1063,NGC1044,02:41:02.2,+08:43:23,2000
1064,NGC1045,02:40:24.6,-11:17:36,2000
1065,NGC1046,02:41:08.2,+08:42:23,2000
1066,NGC1047,02:40:37.8,-08:09:36,2000
1067,NGC1048,02:40:37.7,-08:32:36,2000
1068,NGC1048,02:40:37.7,-08:32:36,2000
1069,NGC1049,02:39:44.3,-34:16:35,2000
1070,NGC1050,02:42:31.9,+34:46:21,2000
1071,NGC1051,02:40:56.3,-06:57:37,2000
1072,NGC1052,02:41:01.8,-08:14:37,2000
1073,NGC1053,02:43:12.1,+41:30:20,2000
1074,NGC1054,02:42:12.0,+18:12:22,2000
1075,NGC1055,02:41:47.1,+00:26:22,2000
1076,NGC1056,02:42:52.7,+28:33:21,2000
1077,NGC1057,02:43:00.7,+32:29:21,2000
1078,NGC1058,02:43:33.5,+37:20:20,2000
1079,NGC1059,02:42:29.9,+18:01:21,2000
1080,NGC1060,02:43:12.7,+32:24:20,2000
1081,NGC1061,02:43:12.7,+32:27:20,2000
1082,NGC1062,02:43:42.8,+32:30:20,2000
1083,NGC1063,02:42:08.8,-05:33:38,2000
1084,NGC1064,02:42:13.3,-09:21:38,2000
1085,NGC1065,02:42:05.1,-15:05:38,2000
1086,NGC1066,02:43:48.8,+32:27:19,2000
1087,NGC1067,02:43:48.8,+32:30:19,2000
1088,NGC1068,02:42:40.9,-00:01:39,2000
1089,NGC1069,02:42:49.7,-08:17:39,2000
1090,NGC1070,02:43:18.8,+04:58:20,2000
1091,NGC1071,02:43:01.5,-08:45:39,2000
1092,NGC1072,00:02:34.9,+00:16:21,2000
1093,NGC1073,02:43:41.4,+01:22:20,2000
1094,NGC1074,02:43:40.5,-16:17:40,2000
1095,NGC1075,02:43:40.6,-16:10:40,2000
1096,NGC1076,02:43:41.1,-14:44:40,2000
1097,NGC1077,02:46:05.4,+40:05:16,2000
1098,NGC1077,02:46:05.4,+40:05:16,2000
1099,NGC1078,02:44:13.3,-09:25:41,2000
1100,NGC1079,02:43:46.8,-29:00:41,2000
1101,NGC1080,02:45:09.1,-04:43:43,2000
1102,NGC1081,02:45:10.8,-15:34:43,2000
1103,NGC1082,02:45:43.7,-08:12:43,2000
1104,NGC1083,02:45:46.8,-15:19:43,2000
1105,NGC1084,02:45:56.0,-07:34:44,2000
1106,NGC1085,02:46:24.3,+03:36:16,2000
