,name,RA,DEC,Equinox
2123,NGC2077,05:39:47.2,-69:38:16,2000
2124,NGC2078,05:39:52.6,-69:45:16,2000
2125,NGC2079,05:39:40.6,-69:45:16,2000
2126,NGC2080,05:39:47.2,-69:38:16,2000
2127,NGC2081,05:40:06.3,-69:24:17,2000
2128,NGC2082,05:41:49.6,-64:18:20,2000
2129,NGC2083,05:39:52.6,-69:45:16,2000
2130,NGC2084,05:39:52.6,-69:45:16,2000
2131,NGC2085,05:40:11.1,-69:39:17,2000
2132,NGC2086,05:40:23.1,-69:39:17,2000
2133,NGC2087,05:44:16.3,-55:31:25,2000
2134,NGC2088,05:40:47.9,-69:28:18,2000
2135,NGC2089,05:47:48.3,-17:35:32,2000
2136,NGC2090,05:47:00.2,-34:13:31,2000
2137,NGC2091,05:40:54.1,-69:26:18,2000
2138,NGC2092,05:41:31.1,-69:13:20,2000
2139,NGC2093,05:41:32.4,-68:55:20,2000
2140,NGC2094,05:42:04.9,-68:21:21,2000
2141,NGC2095,05:42:39.1,-67:19:22,2000
2142,NGC2096,05:42:10.4,-68:28:21,2000
2143,NGC2097,05:44:06.0,-62:47:25,2000
2144,NGC2098,05:42:29.3,-68:16:22,2000
2145,NGC2099,05:52:20.2,+32:32:19,2000
2146,NGC2100,05:42:01.1,-69:13:21,2000
2147,NGC2101,05:46:22.1,-52:04:30,2000
2148,NGC2102,05:42:11.8,-69:29:21,2000
2149,NGC2103,05:41:38.2,-71:20:20,2000
2150,NGC2104,05:47:04.9,-51:33:31,2000
2151,NGC2105,05:44:12.5,-66:25:25,2000
2152,NGC2106,05:50:39.7,-21:34:38,2000
2153,NGC2107,05:43:12.1,-70:37:24,2000
2154,NGC2108,05:43:49.1,-69:12:25,2000
2155,NGC2109,05:44:22.1,-68:32:26,2000
2156,NGC2110,05:52:12.6,-07:17:42,2000
2157,NGC2111,05:44:40.3,-70:57:27,2000
2158,NGC2112,05:53:53.1,+00:23:15,2000
2159,NGC2113,05:45:28.4,-69:45:28,2000
2160,NGC2114,05:45:48.1,-68:03:29,2000
2161,NGC2115,05:51:18.3,-50:34:40,2000
2162,NGC2116,05:46:52.1,-68:31:31,2000
2163,NGC2117,05:47:20.5,-67:27:32,2000
2164,NGC2118,05:47:13.3,-69:08:32,2000
2165,NGC2119,05:57:24.0,+11:57:07,2000
2166,NGC2120,05:50:33.4,-63:40:39,2000
2167,NGC2121,05:48:07.2,-71:29:34,2000
2168,NGC2122,05:48:44.9,-70:03:36,2000
2169,NGC2123,05:51:40.2,-65:18:42,2000
2170,NGC2124,05:57:52.7,-20:03:54,2000
2171,NGC2125,05:50:41.7,-69:28:40,2000
2172,NGC2126,06:02:56.6,+49:53:56,2000
2173,NGC2127,05:51:06.2,-69:21:41,2000
2174,NGC2128,06:04:39.6,+57:38:52,2000
2175,NGC2129,06:01:07.3,+23:17:59,2000
2176,NGC2130,05:52:08.9,-67:19:43,2000
2177,NGC2131,05:58:42.1,-26:37:56,2000
2178,NGC2132,05:55:13.2,-59:54:49,2000
2179,NGC2133,05:51:26.9,-71:10:42,2000
2180,NGC2134,05:50:03.3,-71:06:39,2000
2181,NGC2135,05:53:08.5,-67:25:45,2000
2182,NGC2136,05:52:47.6,-69:29:44,2000
2183,NGC2137,05:53:11.6,-69:28:45,2000
2184,NGC2138,05:54:32.4,-65:49:48,2000
2185,NGC2139,06:01:02.3,-23:40:01,2000
2186,NGC2140,05:53:57.7,-68:35:47,2000
2187,NGC2141,06:03:05.1,+10:25:55,2000
2188,NGC2142,06:01:52.6,-10:36:03,2000
2189,NGC2143,06:03:02.2,+05:42:55,2000
2190,NGC2144,05:40:40.4,-82:06:21,2000
2191,NGC2145,05:54:28.3,-70:54:48,2000
2192,NGC2146,06:18:40.6,+78:21:24,2000
2193,NGC2146,06:12:55.9,-78:34:30,2000
2194,NGC2147,05:55:59.4,-68:11:51,2000
2195,NGC2148,05:58:45.0,-59:06:57,2000
2196,NGC2149,06:03:29.2,-09:44:06,2000
2197,NGC2150,05:55:53.2,-69:33:51,2000
2198,NGC2151,05:56:19.8,-69:00:52,2000
2199,NGC2152,06:01:00.0,-50:44:01,2000
2200,NGC2153,05:57:30.4,-66:23:54,2000
2201,NGC2154,05:57:27.2,-67:14:54,2000
2202,NGC2155,05:58:21.7,-65:27:56,2000
2203,NGC2156,05:57:34.3,-68:26:55,2000
2204,NGC2157,05:57:19.0,-69:10:54,2000
2205,NGC2158,06:07:19.8,+24:05:46,2000
2206,NGC2159,05:57:51.5,-68:37:55,2000
2207,NGC2160,05:57:59.0,-68:16:56,2000
2208,NGC2161,05:55:35.6,-74:20:51,2000
2209,NGC2162,06:00:27.1,-63:45:01,2000
2210,NGC2163,06:07:05.6,-18:40:14,2000
2211,NGC2164,05:58:40.0,-68:30:57,2000
2212,NGC2165,06:11:05.1,+51:40:38,2000
2213,NGC2166,05:59:18.5,-67:55:59,2000
2214,NGC2167,06:06:55.3,-06:12:14,2000
2215,NGC2168,06:08:50.0,+24:20:42,2000
2216,NGC2169,06:08:25.2,+13:57:43,2000
2217,NGC2170,06:07:37.2,-06:23:15,2000
2218,NGC2171,05:58:35.6,-70:40:57,2000
2219,NGC2172,05:59:51.5,-68:38:00,2000
2220,NGC2173,05:58:03.7,-72:58:56,2000
2221,NGC2174,06:09:41.4,+20:30:40,2000
2222,NGC2175,06:09:47.3,+20:19:40,2000
2223,NGC2176,06:01:22.7,-66:51:03,2000
2224,NGC2177,06:01:01.3,-67:43:02,2000
2225,NGC2178,06:02:03.1,-63:46:04,2000
2226,NGC2179,06:07:57.6,-21:44:16,2000
2227,NGC2180,06:09:37.7,+04:42:40,2000
2228,NGC2181,06:02:34.4,-65:15:05,2000
2229,NGC2182,06:09:31.2,-06:19:19,2000
2230,NGC2183,06:10:49.3,-06:12:22,2000
2231,NGC2184,06:10:56.8,-03:31:23,2000
2232,NGC2185,06:11:07.3,-06:12:23,2000
2233,NGC2186,06:12:02.1,+05:27:35,2000
2234,NGC2187,06:03:53.2,-69:34:09,2000
2235,NGC2188,06:10:06.3,-34:05:21,2000
2236,NGC2189,06:12:17.6,+01:07:35,2000
2237,NGC2190,06:00:50.6,-74:43:03,2000
2238,NGC2191,06:08:27.4,-52:30:18,2000
2239,NGC2192,06:15:08.7,+39:51:29,2000
2240,NGC2193,06:06:11.0,-65:05:13,2000
2241,NGC2194,06:13:48.5,+12:49:31,2000
2242,NGC2195,06:14:21.6,+17:43:30,2000
2243,NGC2196,06:12:09.6,-21:47:25,2000
2244,NGC2197,06:05:51.9,-67:05:13,2000
2245,NGC2198,06:13:53.5,+00:59:31,2000
2246,NGC2199,06:04:42.8,-73:24:11,2000
2247,NGC2200,06:13:21.1,-43:39:28,2000
2248,NGC2201,06:13:27.0,-43:41:29,2000
2249,NGC2202,06:16:56.4,+05:59:24,2000
2250,NGC2203,06:04:44.3,-75:26:11,2000
2251,NGC2204,06:15:41.6,-18:39:33,2000
2252,NGC2205,06:11:24.6,-62:33:25,2000
2253,NGC2206,06:16:00.1,-26:46:34,2000
2254,NGC2207,06:16:27.9,-21:21:35,2000
2255,NGC2208,06:22:29.3,+51:55:13,2000
2256,NGC2209,06:08:39.5,-73:51:20,2000
2257,NGC2210,06:11:25.4,-69:07:25,2000
2258,NGC2211,06:18:23.7,-18:33:39,2000
2259,NGC2212,06:18:29.7,-18:32:39,2000
2260,NGC2213,06:10:42.8,-71:33:24,2000
2261,NGC2214,06:12:47.2,-68:16:28,2000
2262,NGC2215,06:20:48.6,-07:17:44,2000
2263,NGC2216,06:21:33.4,-22:04:46,2000
2264,NGC2217,06:21:41.8,-27:15:46,2000
2265,NGC2218,06:24:40.6,+19:20:08,2000
2266,NGC2219,06:23:26.2,-04:40:50,2000
2267,NGC2220,06:21:49.9,-44:45:47,2000
2268,NGC2221,06:20:18.5,-57:33:44,2000
2269,NGC2222,06:20:18.6,-57:30:44,2000
2270,NGC2223,06:24:32.9,-22:50:52,2000
2271,NGC2224,06:27:36.3,+12:38:01,2000
2272,NGC2225,06:26:35.3,-09:38:57,2000
2273,NGC2226,06:26:41.3,-09:38:57,2000
2274,NGC2227,06:25:57.5,-21:58:55,2000
2275,NGC2228,06:21:13.3,-64:26:46,2000
2276,NGC2229,06:21:17.7,-64:57:46,2000
2277,NGC2230,06:21:23.6,-64:59:47,2000
2278,NGC2231,06:20:26.4,-67:31:45,2000
2279,NGC2232,06:26:44.2,-04:43:57,2000
2280,NGC2233,06:21:41.4,-65:02:47,2000
2281,NGC2234,06:29:20.8,+16:40:58,2000
2282,NGC2235,06:22:17.8,-64:56:49,2000
2283,NGC2236,06:29:38.9,+06:49:57,2000
2284,NGC2237,06:30:19.8,+05:02:55,2000
2285,NGC2238,06:30:31.8,+05:02:55,2000
2286,NGC2239,06:30:55.8,+04:56:54,2000
2287,NGC2240,06:32:52.2,+35:11:50,2000
2288,NGC2241,06:22:44.5,-68:56:50,2000
2289,NGC2242,06:34:01.7,+44:45:48,2000
2290,NGC2243,06:29:44.8,-31:17:04,2000
2291,NGC2244,06:32:19.7,+04:51:51,2000
2292,NGC2245,06:32:40.8,+10:09:50,2000
2293,NGC2246,06:32:25.9,+05:06:51,2000
2294,NGC2247,06:33:04.9,+10:20:49,2000
2295,NGC2248,06:34:33.2,+26:18:46,2000
2296,NGC2249,06:25:51.3,-68:47:57,2000
2297,NGC2250,06:32:44.0,-05:02:10,2000
2298,NGC2251,06:34:45.8,+08:21:46,2000
2299,NGC2252,06:34:56.0,+05:22:45,2000
2300,NGC2253,06:43:11.6,+65:40:29,2000
2301,NGC2254,06:36:03.4,+07:40:43,2000
2302,NGC2255,06:33:59.9,-34:47:13,2000
2303,NGC2256,06:47:12.8,+74:13:21,2000
2304,NGC2257,06:29:56.5,-64:10:05,2000
2305,NGC2258,06:47:50.7,+74:28:20,2000
2306,NGC2259,06:38:35.2,+10:53:38,2000
2307,NGC2260,06:38:04.1,-01:28:21,2000
2308,NGC2261,06:39:10.0,+08:43:36,2000
2309,NGC2262,06:38:23.6,+01:11:38,2000
2310,NGC2263,06:38:25.7,-24:49:22,2000
2311,NGC2264,06:41:10.6,+09:53:32,2000
2312,NGC2265,06:41:29.9,+11:55:31,2000
2313,NGC2266,06:43:15.6,+26:58:28,2000
2314,NGC2267,06:40:50.0,-32:29:28,2000
2315,NGC2268,07:22:07.1,+84:22:11,2000
2316,NGC2269,06:43:55.5,+04:33:26,2000
2317,NGC2270,06:43:54.9,+03:26:26,2000
2318,NGC2271,06:42:50.7,-23:27:32,2000
2319,NGC2272,06:42:41.9,-27:26:32,2000
2320,NGC2273,06:50:09.4,+60:50:14,2000
2321,NGC2273,06:38:14.2,+60:05:39,2000
2322,NGC2273,06:46:26.4,+60:20:22,2000
2323,NGC2274,06:47:14.6,+33:34:19,2000
2324,NGC2275,06:47:14.7,+33:36:19,2000
2325,NGC2276,07:27:19.4,+85:45:02,2000
2326,NGC2277,06:47:50.5,+33:26:18,2000
2327,NGC2278,06:48:20.5,+33:24:17,2000
2328,NGC2279,06:48:26.5,+33:24:17,2000
2329,NGC2280,06:44:47.7,-27:37:36,2000
2330,NGC2281,06:49:21.4,+41:03:15,2000
2331,NGC2282,06:46:53.7,+01:19:20,2000
2332,NGC2283,06:45:54.1,-18:13:38,2000
2333,NGC2284,06:49:08.3,+33:13:15,2000
2334,NGC2285,06:49:26.4,+33:21:15,2000
2335,NGC2286,06:47:39.1,-03:10:42,2000
2336,NGC2287,06:47:04.5,-20:45:41,2000
2337,NGC2288,06:50:44.5,+33:27:12,2000
2338,NGC2289,06:50:44.4,+33:26:12,2000
2339,NGC2290,06:50:56.4,+33:26:11,2000
2340,NGC2291,06:50:56.5,+33:31:11,2000
2341,NGC2292,06:47:36.4,-26:44:42,2000
2342,NGC2293,06:47:42.4,-26:44:42,2000
2343,NGC2294,06:51:08.5,+33:31:11,2000
2344,NGC2295,06:47:18.4,-26:43:42,2000
2345,NGC2296,06:48:37.0,-16:54:44,2000
2346,NGC2297,06:44:22.5,-63:42:36,2000
2347,NGC2298,06:48:59.2,-36:00:45,2000
2348,NGC2299,06:51:06.9,-06:59:50,2000
2349,NGC2300,07:32:24.3,+85:42:52,2000
2350,NGC2301,06:51:47.2,+00:28:09,2000
2351,NGC2302,06:51:54.9,-07:03:51,2000
2352,NGC2303,06:56:13.9,+45:30:00,2000
2353,NGC2304,06:55:03.5,+18:01:02,2000
2354,NGC2305,06:48:39.1,-64:16:45,2000
2355,NGC2306,06:54:36.8,-07:10:57,2000
2356,NGC2307,06:48:45.0,-64:19:46,2000
2357,NGC2308,06:58:37.5,+45:12:55,2000
2358,NGC2309,06:56:00.8,-07:12:00,2000
2359,NGC2310,06:54:00.8,-40:51:56,2000
2360,NGC2311,06:57:44.3,-04:35:04,2000
2361,NGC2312,06:58:46.8,+10:15:54,2000
2362,NGC2313,06:58:00.4,-07:57:04,2000
2363,NGC2314,07:10:30.9,+75:19:32,2000
2364,NGC2315,07:02:32.1,+50:35:47,2000
2365,NGC2316,06:59:42.5,-07:44:08,2000
2366,NGC2317,06:58:48.5,-07:46:06,2000
2367,NGC2318,06:59:33.0,-13:42:08,2000
2368,NGC2319,07:01:06.6,+03:03:49,2000
2369,NGC2320,07:05:38.0,+50:35:41,2000
2370,NGC2321,07:05:56.2,+50:45:40,2000
2371,NGC2322,07:05:55.8,+50:30:40,2000
2372,NGC2323,07:02:54.2,-08:20:15,2000
2373,NGC2324,07:04:11.5,+01:03:43,2000
2374,NGC2325,07:02:41.3,-28:42:14,2000
2375,NGC2326,07:08:26.0,+50:43:35,2000
2376,NGC2326,07:08:31.9,+50:38:34,2000
2377,NGC2327,07:04:16.5,-11:18:17,2000
2378,NGC2328,07:02:29.9,-42:03:14,2000
2379,NGC2329,07:09:11.2,+48:37:33,2000
2380,NGC2330,07:09:31.2,+50:11:32,2000
2381,NGC2331,07:07:15.5,+27:21:37,2000
2382,NGC2332,07:09:31.2,+50:10:32,2000
2383,NGC2333,07:08:21.4,+35:10:35,2000
2384,NGC2334,07:09:55.2,+50:11:32,2000
2385,NGC2335,07:06:35.2,-10:04:22,2000
2386,NGC2336,07:27:05.2,+80:10:59,2000
2387,NGC2336,07:56:11.2,+78:00:00,2000
2388,NGC2337,07:09:36.2,+44:27:32,2000
2389,NGC2338,07:07:01.8,-05:37:23,2000
2390,NGC2339,07:08:21.8,+18:47:34,2000
2391,NGC2340,07:11:01.1,+50:10:29,2000
2392,NGC2341,07:09:16.9,+20:35:32,2000
2393,NGC2342,07:09:22.9,+20:38:32,2000
2394,NGC2343,07:08:16.9,-10:39:26,2000
2395,NGC2344,07:12:33.2,+47:09:26,2000
2396,NGC2345,07:08:21.4,-13:09:26,2000
2397,NGC2346,07:09:22.5,-00:48:28,2000
2398,NGC2347,07:16:05.9,+64:42:19,2000
2399,NGC2348,07:03:05.8,-67:23:16,2000
2400,NGC2349,07:10:00.1,-08:37:29,2000
2401,NGC2350,07:13:11.8,+12:15:24,2000
2402,NGC2351,07:13:28.5,-11:28:37,2000
2403,NGC2352,07:13:38.7,-24:05:37,2000
2404,NGC2353,07:14:41.2,-10:17:39,2000
2405,NGC2354,07:14:13.6,-25:43:38,2000
2406,NGC2355,07:17:00.7,+13:46:16,2000
2407,NGC2356,07:17:06.8,+13:58:16,2000
2408,NGC2357,07:17:36.5,+23:21:15,2000
2409,NGC2358,07:16:49.2,-17:02:44,2000
2410,NGC2359,07:17:45.5,-13:12:46,2000
2411,NGC2360,07:17:38.1,-15:38:45,2000
2412,NGC2361,07:18:21.5,-13:12:47,2000
2413,NGC2362,07:18:38.3,-24:57:48,2000
2414,NGC2363,07:28:44.0,+69:03:54,2000
2415,NGC2364,07:20:48.7,-07:33:52,2000
2416,NGC2365,07:22:29.6,+22:04:05,2000
2417,NGC2366,07:28:56.6,+69:12:53,2000
2418,NGC2367,07:20:10.3,-21:55:51,2000
2419,NGC2368,07:20:59.2,-10:22:52,2000
2420,NGC2369,07:16:34.7,-62:20:44,2000
2421,NGC2369,07:18:45.4,-62:54:49,2000
2422,NGC2369,07:20:23.8,-62:02:52,2000
2423,NGC2370,07:25:00.7,+23:47:00,2000
2424,NGC2371,07:25:34.5,+29:28:59,2000
2425,NGC2372,07:25:34.5,+29:28:59,2000
2426,NGC2373,07:26:31.7,+33:47:57,2000
2427,NGC2374,07:24:03.6,-13:14:59,2000
2428,NGC2375,07:27:07.7,+33:48:56,2000
2429,NGC2376,07:26:36.2,+23:03:57,2000
2430,NGC2377,07:24:59.6,-09:39:00,2000
2431,NGC2378,07:27:25.7,+33:49:55,2000
2432,NGC2379,07:27:07.7,+33:49:56,2000
2433,NGC2380,07:23:54.7,-27:30:58,2000
2434,NGC2381,07:19:51.1,-63:04:51,2000
2435,NGC2382,07:24:12.8,-27:21:59,2000
2436,NGC2383,07:24:47.0,-20:56:00,2000
2437,NGC2384,07:25:04.9,-21:02:01,2000
2438,NGC2385,07:28:25.7,+33:49:53,2000
2439,NGC2386,07:28:37.6,+33:45:53,2000
2440,NGC2387,07:28:58.1,+36:51:52,2000
2441,NGC2388,07:28:49.7,+33:48:52,2000
2442,NGC2389,07:29:01.7,+33:51:52,2000
2443,NGC2390,07:29:01.7,+33:49:52,2000
2444,NGC2391,07:29:13.6,+33:48:52,2000
2445,NGC2392,07:29:10.7,+20:54:51,2000
2446,NGC2393,07:30:01.8,+34:00:50,2000
2447,NGC2394,07:28:38.7,+07:01:52,2000
2448,NGC2395,07:27:06.4,+13:34:56,2000
2449,NGC2396,07:28:10.5,-11:44:07,2000
2450,NGC2397,07:21:19.4,-68:59:54,2000
2451,NGC2397,07:21:14.0,-68:50:54,2000
2452,NGC2398,07:30:19.0,+24:28:49,2000
2453,NGC2399,07:29:52.7,-00:21:10,2000
2454,NGC2400,07:29:58.7,-00:21:10,2000
2455,NGC2401,07:29:27.2,-13:58:09,2000
2456,NGC2402,07:30:46.2,+09:38:48,2000
2457,NGC2403,07:36:48.3,+65:36:37,2000
2458,NGC2404,07:37:06.5,+65:41:36,2000
2459,NGC2405,07:32:13.9,+25:54:45,2000
2460,NGC2406,07:31:51.1,+18:17:46,2000
2461,NGC2407,07:31:57.1,+18:20:46,2000
2462,NGC2408,07:40:30.5,+71:39:30,2000
2463,NGC2409,07:31:37.4,-17:11:14,2000
2464,NGC2410,07:35:00.7,+32:49:40,2000
2465,NGC2411,07:34:39.0,+18:16:40,2000
2466,NGC2412,07:34:21.5,+08:32:41,2000
2467,NGC2413,07:33:15.8,-13:06:17,2000
2468,NGC2414,07:33:14.4,-15:26:17,2000
2469,NGC2415,07:36:56.5,+35:14:36,2000
2470,NGC2416,07:35:41.2,+11:36:38,2000
2471,NGC2417,07:30:06.3,-62:15:12,2000
2472,NGC2418,07:36:32.8,+17:53:37,2000
2473,NGC2419,07:38:11.5,+38:53:34,2000
2474,NGC2420,07:38:22.9,+21:34:33,2000
2475,NGC2421,07:36:17.4,-20:36:23,2000
2476,NGC2422,07:36:33.0,-14:28:24,2000
2477,NGC2423,07:37:09.4,-13:51:25,2000
2478,NGC2424,07:40:41.7,+39:14:29,2000
2479,NGC2425,07:38:14.8,-14:51:27,2000
2480,NGC2426,07:43:14.7,+52:49:24,2000
2481,NGC2427,07:36:31.5,-47:36:24,2000
2482,NGC2428,07:39:13.9,-16:31:29,2000
2483,NGC2429,07:43:44.0,+52:21:23,2000
2484,NGC2429,07:43:43.9,+52:19:23,2000
2485,NGC2430,07:39:26.0,-16:21:30,2000
2486,NGC2431,07:45:20.9,+53:04:20,2000
2487,NGC2432,07:40:54.4,-19:05:32,2000
2488,NGC2433,07:42:57.9,+09:19:24,2000
2489,NGC2434,07:34:50.2,-69:16:22,2000
2490,NGC2435,07:44:11.4,+31:38:22,2000
2491,NGC2436,07:46:07.4,+52:04:18,2000
2492,NGC2437,07:41:50.9,-14:49:34,2000
2493,NGC2438,07:41:51.0,-14:43:34,2000
2494,NGC2439,07:40:58.3,-31:39:33,2000
2495,NGC2440,07:42:07.0,-18:12:35,2000
2496,NGC2441,07:51:54.0,+73:01:08,2000
2497,NGC2442,07:36:19.3,-69:31:25,2000
2498,NGC2443,07:36:19.2,-69:32:25,2000
2499,NGC2444,07:46:53.1,+39:01:16,2000
2500,NGC2445,07:46:53.1,+39:00:16,2000
2501,NGC2446,07:48:40.9,+54:36:13,2000
2502,NGC2447,07:44:33.6,-23:52:40,2000
2503,NGC2448,07:44:33.1,-24:40:40,2000
2504,NGC2449,07:47:20.1,+26:55:15,2000
2505,NGC2450,07:47:32.1,+27:00:15,2000
2506,NGC2451,07:45:23.5,-37:58:42,2000
2507,NGC2452,07:47:25.5,-27:20:45,2000
2508,NGC2453,07:47:43.6,-27:14:46,2000
2509,NGC2454,07:50:31.6,+16:22:09,2000
2510,NGC2455,07:48:59.3,-21:17:48,2000
2511,NGC2456,07:54:05.7,+55:29:03,2000
2512,NGC2457,07:54:41.7,+55:32:02,2000
2513,NGC2458,07:55:25.6,+56:43:00,2000
2514,NGC2459,07:52:15.9,+09:33:06,2000
2515,NGC2460,07:56:50.3,+60:20:58,2000
2516,NGC2461,07:56:01.5,+56:40:59,2000
2517,NGC2462,07:56:43.4,+56:38:58,2000
2518,NGC2463,07:57:07.4,+56:39:57,2000
2519,NGC2464,07:57:19.3,+56:39:57,2000
2520,NGC2465,07:57:43.4,+56:44:56,2000
2521,NGC2466,07:45:12.1,-71:23:42,2000
2522,NGC2467,07:52:26.3,-26:23:55,2000
2523,NGC2468,07:58:00.8,+56:21:55,2000
2524,NGC2469,07:58:01.3,+56:40:55,2000
2525,NGC2470,07:54:19.2,+04:27:02,2000
2526,NGC2471,07:58:19.4,+56:44:55,2000
2527,NGC2472,07:58:37.2,+56:41:54,2000
2528,NGC2473,07:58:25.2,+56:40:54,2000
2529,NGC2474,07:57:55.4,+52:51:55,2000
2530,NGC2475,07:58:01.4,+52:51:55,2000
2531,NGC2476,07:56:41.4,+39:55:57,2000
2532,NGC2477,07:52:17.4,-38:32:55,2000
2533,NGC2478,07:54:44.8,-15:24:59,2000
2534,NGC2479,07:55:01.6,-17:43:00,2000
2535,NGC2480,07:57:11.8,+23:46:56,2000
2536,NGC2481,07:57:17.8,+23:45:56,2000
2537,NGC2482,07:54:57.7,-24:18:00,2000
2538,NGC2483,07:56:01.4,-27:56:02,2000
2539,NGC2484,07:58:27.5,+37:46:54,2000
2540,NGC2485,07:56:44.8,+07:28:57,2000
2541,NGC2486,07:57:54.6,+25:08:55,2000
2542,NGC2487,07:58:18.6,+25:07:54,2000
2543,NGC2488,08:01:48.7,+56:33:48,2000
2544,NGC2489,07:56:12.0,-30:04:02,2000
2545,NGC2490,07:59:13.8,+27:04:52,2000
2546,NGC2491,07:58:27.0,+07:58:54,2000
2547,NGC2492,07:59:25.7,+27:01:52,2000
2548,NGC2493,08:00:23.1,+39:49:50,2000
2549,NGC2494,07:59:10.6,-00:38:08,2000
2550,NGC2495,08:00:29.1,+39:50:50,2000
2551,NGC2496,07:58:39.0,+08:01:53,2000
2552,NGC2497,08:02:19.3,+56:56:47,2000
2553,NGC2498,07:59:36.4,+24:57:52,2000
2554,NGC2499,07:58:50.7,+07:29:53,2000
2555,NGC2500,08:01:52.3,+50:44:48,2000
2556,NGC2501,07:58:33.5,-14:22:07,2000
2557,NGC2502,07:55:51.1,-52:17:02,2000
2558,NGC2503,08:00:34.8,+22:23:50,2000
2559,NGC2504,07:59:49.8,+05:36:51,2000
2560,NGC2505,08:04:01.8,+53:33:44,2000
2561,NGC2506,08:00:05.4,-10:47:10,2000
2562,NGC2507,08:01:37.0,+15:42:48,2000
2563,NGC2508,08:01:57.3,+08:33:47,2000
2564,NGC2509,08:00:42.9,-19:04:11,2000
2565,NGC2510,08:02:09.7,+09:28:47,2000
2566,NGC2511,08:02:15.7,+09:23:47,2000
2567,NGC2512,08:02:59.4,+23:23:45,2000
2568,NGC2513,08:02:27.7,+09:24:46,2000
2569,NGC2514,08:02:49.1,+15:48:46,2000
2570,NGC2515,09:47:15.2,+13:02:02,2000
2571,NGC2516,07:58:12.8,-60:52:07,2000
2572,NGC2517,08:02:46.6,-12:19:15,2000
2573,NGC2518,08:07:16.3,+51:08:38,2000
2574,NGC2519,10:12:31.4,+43:29:34,2000
2575,NGC2520,09:18:01.8,-34:50:20,2000
2576,NGC2521,08:08:49.9,+57:46:35,2000
2577,NGC2522,08:06:08.0,+17:42:39,2000
2578,NGC2523,08:15:03.7,+73:34:24,2000
2579,NGC2523,08:04:09.6,+74:02:45,2000
2580,NGC2523,08:12:58.2,+73:34:28,2000
2581,NGC2523,08:17:43.3,+73:18:19,2000
2582,NGC2524,08:08:04.0,+39:09:36,2000
2583,NGC2525,08:05:41.2,-11:25:20,2000
2584,NGC2526,08:06:56.9,+08:00:38,2000
2585,NGC2527,08:05:13.6,-28:09:19,2000
2586,NGC2528,08:07:22.1,+39:12:37,2000
2587,NGC2529,08:07:50.1,+17:49:36,2000
2588,NGC2530,09:50:20.3,+10:31:58,2000
2589,NGC2531,09:50:20.3,+10:31:58,2000
2590,NGC2532,08:10:11.9,+33:57:32,2000
2591,NGC2533,08:07:00.6,-29:53:23,2000
2592,NGC2534,08:12:58.0,+55:40:27,2000
2593,NGC2535,08:11:12.2,+25:12:30,2000
2594,NGC2536,08:11:18.2,+25:11:30,2000
2595,NGC2537,08:13:15.9,+45:59:26,2000
2596,NGC2537,08:13:39.9,+45:59:26,2000
2597,NGC2538,08:11:24.7,+03:37:29,2000
2598,NGC2539,08:10:46.5,-12:49:30,2000
2599,NGC2540,08:12:48.8,+26:21:27,2000
2600,NGC2541,08:14:37.1,+49:03:24,2000
2601,NGC2542,08:11:16.5,-12:55:31,2000
2602,NGC2543,08:12:55.5,+36:14:27,2000
2603,NGC2544,08:21:40.4,+73:59:12,2000
2604,NGC2545,08:14:15.8,+21:21:24,2000
2605,NGC2546,08:12:25.3,-37:38:33,2000
2606,NGC2547,08:10:38.3,-49:15:30,2000
2607,NGC2548,08:13:38.1,-05:47:35,2000
2608,NGC2549,08:18:54.7,+57:48:16,2000
2609,NGC2550,08:24:33.6,+74:00:07,2000
2610,NGC2550,08:28:36.9,+73:45:00,2000
2611,NGC2551,08:24:48.0,+73:25:07,2000
2612,NGC2552,08:19:19.7,+50:00:16,2000
2613,NGC2553,08:17:39.5,+20:54:18,2000
2614,NGC2554,08:17:52.9,+23:27:18,2000
2615,NGC2555,08:17:59.3,+00:44:17,2000
2616,NGC2556,08:19:09.4,+20:55:15,2000
2617,NGC2557,08:19:15.7,+21:26:15,2000
2618,NGC2558,08:19:21.2,+20:30:15,2000
2619,NGC2559,08:17:08.5,-27:28:41,2000
2620,NGC2560,08:19:57.4,+20:58:14,2000
2621,NGC2561,08:19:37.2,+04:39:14,2000
2622,NGC2562,08:20:27.5,+21:07:13,2000
2623,NGC2563,08:20:39.5,+21:04:13,2000
2624,NGC2564,08:18:35.9,-21:48:44,2000
2625,NGC2565,08:19:52.0,+22:01:14,2000
2626,NGC2566,08:18:51.8,-25:28:44,2000
2627,NGC2567,08:18:36.6,-30:38:44,2000
2628,NGC2568,08:18:02.1,-37:05:43,2000
2629,NGC2569,08:21:27.3,+20:52:11,2000
2630,NGC2570,08:21:27.4,+20:55:11,2000
2631,NGC2571,08:18:55.2,-29:44:45,2000
2632,NGC2572,08:21:26.4,+19:08:11,2000
2633,NGC2573,01:45:02.3,-89:41:04,2000
2634,NGC2574,08:20:48.6,-08:56:48,2000
2635,NGC2575,08:22:47.2,+24:17:09,2000
2636,NGC2576,08:22:54.0,+25:44:09,2000
2637,NGC2577,08:22:46.2,+22:33:09,2000
2638,NGC2578,08:21:22.5,-13:18:49,2000
2639,NGC2579,08:21:02.9,-36:10:49,2000
